r,year,multiplier
MI,2019,0.9778883068666815
MN,2019,0.9891877287747183
MO,2019,0.9194594579871894
MS,2019,0.985486393005389
MT,2019,1.1140385007564086
NC,2019,1.00289968805572
ND,2019,1.6640025749214857
NE,2019,1.018383246104441
NH,2019,0.9953712222300363
NJ,2019,0.9594652021736791
NM,2019,1.1221367189726963
NV,2019,1.116003253410957
NY,2019,1.0192755060841552
OH,2019,0.9647781514918446
OK,2019,1.1204917952395337
OR,2019,1.0992020844326904
PA,2019,0.9802086392814825
RI,2019,0.9650981700481157
SC,2019,0.9764346982831928
SD,2019,1.1333006434370483
TN,2019,0.9653273340182217
TX,2019,1.2004696017198178
UT,2019,1.12677615005675
VA,2019,1.0418086226679197
VT,2019,0.997111039414215
WA,2019,1.0096678237521863
WI,2019,1.0072734135645085
WV,2019,1.03831223612358
WY,2019,0.9800763820029381
AL,2020,0.9179746530601217
AR,2020,0.9535175379181196
AZ,2020,1.1631455934066732
CA,2020,1.0308721556591223
CO,2020,1.0704990302814021
CT,2020,0.9155809225842636
DE,2020,0.9693574071210335
FL,2020,1.0533512846095903
GA,2020,0.9510992269884301
IA,2020,1.118925317370456
ID,2020,1.076876594619199
IL,2020,0.9180170637891425
IN,2020,0.9182066795463394
KS,2020,0.9780130091840376
KY,2020,0.7678832936878085
LA,2020,1.0505507398732872
MA,2020,0.9156774539749208
MD,2020,0.887524147823997
ME,2020,0.9916039515223323
MI,2020,0.9374416360782621
MN,2020,0.9467713455543819
MO,2020,0.8838428133461825
MS,2020,0.9357957743051798
MT,2020,1.0612529578769823
NC,2020,0.9591566730398874
ND,2020,1.6840852932021484
NE,2020,1.0449949841035717
NH,2020,0.9961857594797832
NJ,2020,0.9392025659425305
NM,2020,1.120399713961426
NV,2020,1.1587011442251365
NY,2020,0.9864186699685077
OH,2020,0.9267199804519682
OK,2020,1.077504520771364
OR,2020,1.113225092353422
PA,2020,0.9415426487872887
RI,2020,0.9805586276841215
SC,2020,0.9349163684390545
SD,2020,1.118147091837077
TN,2020,0.9186692294991168
TX,2020,1.1952611556181816
UT,2020,1.1484759271557023
VA,2020,1.0321610461142148
VT,2020,0.9836738009382313
WA,2020,0.9620642013905489
WI,2020,0.9828381496099199
WV,2020,1.0018974891922257
WY,2020,0.8965469159438456
AL,2021,0.9421161578556292
AR,2021,1.013649537718519
AZ,2021,1.1593898876141218
CA,2021,1.0292484088431797
CO,2021,1.0827554868029603
CT,2021,0.9402986762397765
DE,2021,1.0004927693738865
FL,2021,1.0520881021589839
GA,2021,0.9790759532967341
IA,2021,1.1693025517861269
ID,2021,1.1144342277613313
IL,2021,0.9436828879552763
IN,2021,0.9430693381155627
KS,2021,1.0032436628037507
KY,2021,0.7971298876616235
LA,2021,1.0704803044009186
MA,2021,0.9331897796422972
MD,2021,0.9138285854450593
ME,2021,1.0162241401914995
MI,2021,0.9648156295757391
MN,2021,0.9847864054940125
MO,2021,0.9083572603758059
MS,2021,0.966675458809625
MT,2021,1.0892309835539524
NC,2021,0.9988134693353585
ND,2021,1.76479182094035
NE,2021,1.084346918725703
NH,2021,1.0155336798115768
NJ,2021,0.9545805029514272
NM,2021,1.1522436099231617
NV,2021,1.1878112595705195
NY,2021,0.9962897674578718
OH,2021,0.9601200360518719
OK,2021,1.1163634357594552
OR,2021,1.181869436354542
PA,2021,0.9662908122395292
RI,2021,0.997664383515117
SC,2021,0.9726461085647023
SD,2021,1.1485751911598068
TN,2021,0.9632605285730084
TX,2021,1.2215793432406006
UT,2021,1.18856970096684
VA,2021,1.1033041651343267
VT,2021,1.0003328668183136
WA,2021,0.9792299314854606
WI,2021,1.012379185825834
WV,2021,1.0239507285930798
WY,2021,0.9234084654758796
AL,2022,0.9580344594855233
AR,2022,1.0218767481767526
AZ,2022,1.2090147818459884
CA,2022,1.0639488590331472
CO,2022,1.0964429958852915
CT,2022,0.9477455630144225
DE,2022,1.0073479843002353
FL,2022,1.0870992576370346
GA,2022,1.0336904375138303
IA,2022,1.199507807468472
ID,2022,1.1572224730533962
IL,2022,0.9471695122317999
IN,2022,0.9465253608209908
KS,2022,1.040261327402375
KY,2022,0.8062862542955614
LA,2022,1.121391387245103
MA,2022,0.9519792567571752
MD,2022,0.9245225004260892
ME,2022,1.0588888788689563
MI,2022,0.973305375942485
MN,2022,0.9863536067013621
MO,2022,0.9390155100581493
MS,2022,0.9862211300197722
MT,2022,1.1352017389473095
NC,2022,1.0256248240956671
ND,2022,1.960046425454588
NE,2022,1.1350324251962582
NH,2022,1.0152455813282208
NJ,2022,0.9785017258427032
NM,2022,1.2362189263960397
NV,2022,1.2057351905688647
NY,2022,1.0139822361773236
OH,2022,0.9719844617213904
OK,2022,1.2027100586064199
OR,2022,1.2316218073954832
PA,2022,0.978767418646466
RI,2022,1.0384578659400707
SC,2022,1.0097494685196802
SD,2022,1.1861471699727195
TN,2022,0.9871866240440387
TX,2022,1.3345396925829314
UT,2022,1.2173393640745214
VA,2022,1.1655870281675704
VT,2022,1.0151224790336875
WA,2022,1.0100165985539373
WI,2022,1.0195091020058769
WV,2022,1.0308594867419734
WY,2022,0.9654640792261483
AL,2023,0.9344033402285393
AR,2023,1.018072243327468
AZ,2023,1.2447965227343079
CA,2023,1.0311561718450135
CO,2023,1.0802212026879137
CT,2023,0.9181943676237475
DE,2023,0.9707023418080973
FL,2023,1.1014631958924905
GA,2023,1.0132799974249138
IA,2023,1.2056317459127301
ID,2023,1.1366443410597789
IL,2023,0.9126079461492637
IN,2023,0.9089760577228105
KS,2023,1.018810497350675
KY,2023,0.7625890643515519
LA,2023,1.124476139430209
MA,2023,0.9400225202144163
MD,2023,0.8872390827664046
ME,2023,1.0374991927209969
MI,2023,0.9443665646195702
MN,2023,0.981329840453267
MO,2023,0.902220984808171
MS,2023,0.9749954748878211
MT,2023,1.1311301435119565
NC,2023,0.9819030514738988
ND,2023,2.176876077479381
NE,2023,1.1263587001220674
NH,2023,1.0035107161409296
NJ,2023,0.9360661713686986
NM,2023,1.294476146045499
NV,2023,1.1829695371705677
NY,2023,0.9912106663473204
OH,2023,0.9540164146089203
OK,2023,1.1952747621545092
OR,2023,1.2700280451009864
PA,2023,0.9377324841139573
RI,2023,1.0130169232451196
SC,2023,0.9917058008016176
SD,2023,1.1896637661326355
TN,2023,0.9575407473802271
TX,2023,1.3864200224079641
UT,2023,1.221191464059775
VA,2023,1.1688546455902191
VT,2023,1.0011059808248486
WA,2023,0.9965222090583153
WI,2023,1.0013596041738029
WV,2023,1.0027124289569338
WY,2023,0.9828004948019271
AL,2024,0.9348852113811684
AR,2024,1.0704715515080292
AZ,2024,1.3187002720674992
CA,2024,1.0682623367291562
CO,2024,1.1443540915013295
CT,2024,0.938428136389394
DE,2024,0.9941985630584086
FL,2024,1.1281245336013896
GA,2024,1.0378068271054353
IA,2024,1.2519243939219367
ID,2024,1.204127079747186
IL,2024,0.9187825197992369
IN,2024,0.9151260585398688
KS,2024,1.0579297689705793
KY,2024,0.7629823310016172
LA,2024,1.1823519651958847
MA,2024,0.9607373045554948
MD,2024,0.9087150439264159
ME,2024,1.0603620194821646
MI,2024,0.9507560124984977
MN,2024,1.0190099671080626
MO,2024,0.9368635683481599
MS,2024,0.97549827937606
MT,2024,1.198285503494567
NC,2024,1.0056703901833253
ND,2024,2.2604615988096315
NE,2024,1.1696075006066498
NH,2024,1.0256245566307074
NJ,2024,0.9407376649608574
NM,2024,1.3713293817896042
NV,2024,1.2532026094415412
NY,2024,0.9961573618032094
OH,2024,0.9604711519801449
OK,2024,1.256794532517638
OR,2024,1.3157300166701251
PA,2024,0.9424122935384259
RI,2024,1.0353402470460207
SC,2024,1.0157104188057828
SD,2024,1.2353432915445945
TN,2024,0.958034550477631
TX,2024,1.4577778759375077
UT,2024,1.293693777650323
VA,2024,1.1971472191005357
VT,2024,1.023166829420923
WA,2024,1.03238207045435
WI,2024,1.0081346587327382
WV,2024,1.026983466603062
WY,2024,1.0411495021182666
AL,2025,0.9363756300165954
AR,2025,1.0973859542726447
AZ,2025,1.3310164051589652
CA,2025,1.0683145156620415
CO,2025,1.155041901000752
CT,2025,0.9406008175198052
DE,2025,1.0051470697003573
FL,2025,1.140547885845115
GA,2025,1.0492355651481358
IA,2025,1.2755236680034914
ID,2025,1.2153731450490104
IL,2025,0.9397577430874391
IN,2025,0.9360178071322566
KS,2025,1.077872167008499
KY,2025,0.7641986975360138
LA,2025,1.2120793287638254
MA,2025,0.962961636640124
MD,2025,0.9187221723449697
ME,2025,1.0628170061367608
MI,2025,0.9724611703840813
MN,2025,1.0382187113600088
MO,2025,0.954523820224241
MS,2025,0.977053444434518
MT,2025,1.2094770108106876
NC,2025,1.0167452291095271
ND,2025,2.3030722013988356
NE,2025,1.1916550684219787
NH,2025,1.0279991179153374
NJ,2025,0.9568355821796858
NM,2025,1.3841370497154466
NV,2025,1.2649070205616326
NY,2025,1.0132036217165952
OH,2025,0.9823981003498881
OK,2025,1.2883935733262368
OR,2025,1.3157942830828537
PA,2025,0.9585388670269223
RI,2025,1.0377373024316008
SC,2025,1.0268958224864944
SD,2025,1.2586300052339428
TN,2025,0.9595618743993618
TX,2025,1.4944301539350455
UT,2025,1.3057763600859527
VA,2025,1.2103306763763058
VT,2025,1.0255357004909003
WA,2025,1.0324324968270808
WI,2025,1.0311497347880765
WV,2025,1.0382930135316815
WY,2025,1.0508734220323028
AL,2026,0.9560481462605372
AR,2026,1.1083008616118935
AZ,2026,1.3467589047276596
CA,2026,1.0854796452834994
CO,2026,1.1687030749410963
CT,2026,0.9470937756924701
DE,2026,1.0116206824934784
FL,2026,1.1478935426226602
GA,2026,1.0559931282772461
IA,2026,1.2632859920545447
ID,2026,1.2297478823832595
IL,2026,0.947503628716477
IN,2026,0.9437328666080843
KS,2026,1.067530806338269
KY,2026,0.7802539117139072
LA,2026,1.2241350084540623
MA,2026,0.9696089513267856
MD,2026,0.9246391687602199
ME,2026,1.070153621454871
MI,2026,0.980476611661243
MN,2026,1.0282577953280514
MO,2026,0.945365892785906
MS,2026,0.9975805695974151
MT,2026,1.223782012046761
NC,2026,1.0232935394224354
ND,2026,2.280975981630635
NE,2026,1.180222047666594
NH,2026,1.0350953856942247
NJ,2026,0.9643185063479326
NM,2026,1.4005078298378426
NV,2026,1.27986761620001
NY,2026,1.021127371637169
OH,2026,0.9904954460578299
OK,2026,1.3012082958170674
OR,2026,1.3369357906568609
PA,2026,0.9660351117191819
RI,2026,1.044900792802223
SC,2026,1.0335095073233143
SD,2026,1.2465544110838294
TN,2026,0.9797215154195517
TX,2026,1.5092941738285675
UT,2026,1.32122033486026
VA,2026,1.2181257666538234
VT,2026,1.0326149633235862
WA,2026,1.0490210925763954
WI,2026,1.039648912337644
WV,2026,1.0449801015589197
WY,2026,1.0633025508762257
AL,2027,0.9632793727966935
AR,2027,1.1163131690850825
AZ,2027,1.3622800911326922
CA,2027,1.100159048861071
CO,2027,1.1849265835850586
CT,2027,0.9583813025122119
DE,2027,1.021066088607141
FL,2027,1.1558049099013887
GA,2027,1.0649390288035983
IA,2027,1.2691089090278354
ID,2027,1.2457306062919553
IL,2027,0.9565065401330666
IN,2027,0.9527828593289961
KS,2027,1.0756796945173828
KY,2027,0.7899862381810493
LA,2027,1.2308073254575236
MA,2027,0.9806695465419273
MD,2027,0.9350637355069071
ME,2027,1.080200821807066
MI,2027,0.989067826184789
MN,2027,1.0368733270468575
MO,2027,0.9549663495160392
MS,2027,1.0042208965434374
MT,2027,1.239788267695007
NC,2027,1.0326075428794965
ND,2027,2.274706664094034
NE,2027,1.187031933859533
NH,2027,1.0454959397943462
NJ,2027,0.9744757430332163
NM,2027,1.415817009337689
NV,2027,1.2956526481616861
NY,2027,1.0306556699247122
OH,2027,0.9989615665612229
OK,2027,1.306989015020117
OR,2027,1.3501896092757408
PA,2027,0.9761733436412785
RI,2027,1.0552025177035447
SC,2027,1.042708508486584
SD,2027,1.252576133393609
TN,2027,0.9866159307848382
TX,2027,1.512667717764031
UT,2027,1.3368422554315924
VA,2027,1.2252465219278912
VT,2027,1.0430405177274051
WA,2027,1.0639071912986722
WI,2027,1.0475013082840678
WV,2027,1.0540499769593594
WY,2027,1.079941800651126
AL,2028,0.9705105993328499
AR,2028,1.1243254765582718
AZ,2028,1.377801277537725
CA,2028,1.1148384524386428
CO,2028,1.201150092229021
CT,2028,0.9696688293319538
DE,2028,1.0305114947208036
FL,2028,1.1637162771801173
GA,2028,1.0738849293299504
IA,2028,1.2749318260011258
ID,2028,1.2617133302006514
IL,2028,0.9655094515496562
IN,2028,0.9618328520499079
KS,2028,1.0838285826964966
KY,2028,0.7997185646481912
LA,2028,1.2374796424609846
MA,2028,0.991730141757069
MD,2028,0.9454883022535944
ME,2028,1.0902480221592608
MI,2028,0.9976590407083349
MN,2028,1.0454888587656637
MO,2028,0.9645668062461723
MS,2028,1.0108612234894596
MT,2028,1.2557945233432528
NC,2028,1.0419215463365576
ND,2028,2.268437346557433
NE,2028,1.1938418200524716
NH,2028,1.055896493894468
NJ,2028,0.9846329797185
NM,2028,1.4311261888375353
NV,2028,1.311437680123362
NY,2028,1.0401839682122553
OH,2028,1.007427687064616
OK,2028,1.3127697342231666
OR,2028,1.3634434278946208
PA,2028,0.9863115755633751
RI,2028,1.0655042426048666
SC,2028,1.0519075096498536
SD,2028,1.2585978557033886
TN,2028,0.9935103461501247
TX,2028,1.516041261699495
UT,2028,1.3524641760029248
VA,2028,1.232367277201959
VT,2028,1.053466072131224
WA,2028,1.078793290020949
WI,2028,1.055353704230492
WV,2028,1.0631198523597991
WY,2028,1.0965810504260267
AL,2029,0.9777418258690062
AR,2029,1.1323377840314608
AZ,2029,1.393322463942758
CA,2029,1.1295178560162145
CO,2029,1.2173736008729832
CT,2029,0.9809563561516955
DE,2029,1.039956900834466
FL,2029,1.1716276444588458
GA,2029,1.0828308298563023
IA,2029,1.2807547429744164
ID,2029,1.2776960541093472
IL,2029,0.9745123629662458
IN,2029,0.9708828447708197
KS,2029,1.0919774708756105
KY,2029,0.8094508911153333
LA,2029,1.2441519594644457
MA,2029,1.0027907369722107
MD,2029,0.9559128690002816
ME,2029,1.1002952225114557
MI,2029,1.0062502552318808
MN,2029,1.0541043904844696
MO,2029,0.9741672629763055
MS,2029,1.0175015504354818
MT,2029,1.2718007789914987
NC,2029,1.0512355497936188
ND,2029,2.262168029020832
NE,2029,1.2006517062454105
NH,2029,1.0662970479945895
NJ,2029,0.9947902164037836
NM,2029,1.4464353683373816
NV,2029,1.3272227120850382
NY,2029,1.0497122664997987
OH,2029,1.015893807568009
OK,2029,1.3185504534262162
OR,2029,1.3766972465135006
PA,2029,0.9964498074854719
RI,2029,1.0758059675061884
SC,2029,1.061106510813123
SD,2029,1.264619578013168
TN,2029,1.0004047615154112
TX,2029,1.5194148056349586
UT,2029,1.368086096574257
VA,2029,1.2394880324760265
VT,2029,1.0638916265350429
WA,2029,1.0936793887432257
